id,name,image_url,url,review_count,rating,phone,categories_title,address,longitude,latitude,my_category
z8ZbqFiXIaLbgoNG74WTLQ,Kanpai Japanese Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/PeQIrFAVO-aRK5aBGBO1Fg/o.jpg,https://www.yelp.com/biz/kanpai-japanese-restaurant-south-yarra?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,11,4,61398274379,"Japanese, Sushi Bars","569 Chapel St, South Yarra Victoria 3141, Australia",144.995296,-37.840537,Japanese
7q-BuMNeexl4WDFjSgVEpw,Yamato,https://s3-media2.fl.yelpcdn.com/bphoto/lDbDmYlcZ1kTo7Kp4GzdRw/o.jpg,https://www.yelp.com/biz/yamato-melbourne-2?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,8,4.5,61396631707,Japanese,"223 Exhibition St, Melbourne Victoria 3000, Australia",144.969698,-37.810525,Japanese
dWAwWK1pYY9oMZW4M0HB8A,Mr Miyagi,https://s3-media1.fl.yelpcdn.com/bphoto/XizNP3iT53KGeIDXzlNufQ/o.jpg,https://www.yelp.com/biz/mr-miyagi-windsor?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,32,3.5,61395295999,Japanese,"99 Chapel St, Windsor Victoria 3181, Australia",144.992705,-37.854219,Japanese
riOTHcO27CVcllkjlhbuVA,Kumo Izakaya & Sake Bar,https://s3-media3.fl.yelpcdn.com/bphoto/t8nS8nvNZFKukvcxP8Jrhw/o.jpg,https://www.yelp.com/biz/kumo-izakaya-and-sake-bar-brunswick-east?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,13,4,61393881505,"Japanese, Bars","152 Lygon St, Brunswick East Victoria 3057, Australia",144.971523,-37.773521,Japanese
F-F20QJHyPMu3rh7cW4MVg,Hihou,https://s3-media1.fl.yelpcdn.com/bphoto/HFcS0GfgEda3_n3FH7Ui3Q/o.jpg,https://www.yelp.com/biz/hihou-melbourne?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,13,4,61396545465,"Japanese, Bars","Level 1, Melbourne Victoria 3000, Australia",144.974087,-37.81442795,Japanese
B0S18Tmqy2maw0q7ssLpFg,Minamishima,https://s3-media2.fl.yelpcdn.com/bphoto/NUNxiZET2hZ8a5LDrguXaw/o.jpg,https://www.yelp.com/biz/minamishima-richmond?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,9,4.5,61394295180,Japanese,"4 Lord St, Richmond Victoria 3121, Australia",145.005053,-37.819667,Japanese
9zb7qzX7wrYQXjMSdoiAQQ,Rice Workshop,https://s3-media4.fl.yelpcdn.com/bphoto/hkL5Nbvk3svj08zSMapX6w/o.jpg,https://www.yelp.com/biz/rice-workshop-melbourne?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,17,4,61396506663,Japanese,"238 Little Bourke St, Melbourne Victoria 3000, Australia",144.965786,-37.812303,Japanese
PNu_pVZEhwsoCCZt9EDVBw,Gekkazan,https://s3-media1.fl.yelpcdn.com/bphoto/TYg2ohpnuZiCo2Wt_XqIQw/o.jpg,https://www.yelp.com/biz/gekkazan-melbourne-2?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,17,4,61396637767,"Japanese, Sushi Bars","Melbourne GPO, Melbourne Victoria 3000, Australia",144.963445,-37.813528,Japanese
ONs7dSq2FiaXsuj3oZTvTA,Miyako Japanese Cuisine,https://s3-media1.fl.yelpcdn.com/bphoto/ex0EHw3Bu0XoYTVOIUd8Wg/o.jpg,https://www.yelp.com/biz/miyako-japanese-cuisine-melbourne?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,10,4,61396999201,Japanese,"Southgate Complex, Melbourne Victoria 3006, Australia",144.966641,-37.82003,Japanese
kVg6XI5VOD2F_NDXU611ww,Hinoki Japanese Pantry,https://s3-media2.fl.yelpcdn.com/bphoto/LCPErXYT7OGea_h3idg4Gw/o.jpg,https://www.yelp.com/biz/hinoki-japanese-pantry-fitzroy?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,12,4,61394174531,"Sushi Bars, Japanese","279 Smith St, Fitzroy Victoria 3065, Australia",144.983872,-37.800575,SushiBars
M7f8gybVuNdvWlH4sdrKkw,Gyoza Gyoza,https://s3-media3.fl.yelpcdn.com/bphoto/VylqXI9yFT7kPCFQtOpkCQ/o.jpg,https://www.yelp.com/biz/gyoza-gyoza-melbourne?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,12,4,61396630801,Izakaya,"115 Little Bourke St, Melbourne Victoria 3000, Australia",144.968871,-37.811541,Izakaya
lYUpcwNqBZrHDJLNOfZYrw,Machi Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/LFvGQHiXXJzR0U1PEwlB6g/o.jpg,https://www.yelp.com/biz/machi-restaurant-st-kilda-2?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,8,4.5,61395345000,Japanese,"U7-8/ 14 Inkerman St, St Kilda Victoria 3182, Australia",144.9865265,-37.8647118,Japanese
